colocating with libquantum
tonto
2388415907	3407915046	0.700844	19.936867
0.004486	2390628619	6704947280	0.725085	20.360111
0.005079	2386743946	9904863696	0.745877	22.841824
0.006266	2387452940	12932914543	0.788445	21.889551
0.005713	2388384327	16547127044	0.660831	33.275372
0.009506	2390540538	19704611575	0.757103	16.844793
0.005441	2388694152	22839345674	0.762009	21.743254
0.005779	2389979519	26103935974	0.732092	26.225834
0.006194	2390131746	29610915809	0.681536	31.795149
0.008552	2389257015	33167114961	0.671857	33.362083
0.010357	2386212789	36281562675	0.766175	16.420874
0.005246	2390904367	39451990707	0.754127	15.565668
0.004749	2372728404	43402372027	0.750546	27.149073
0.007729	2392590178	46515424682	0.768567	24.117683
0.005433	2391203865	49878231988	0.711074	28.468325
0.007093	2391932422	53371679805	0.684691	30.360510
0.007414	2391934303	57018343737	0.655924	36.307022
0.011152	2376437558	60770922407	0.633281	35.462826
0.010764	2389773142	63861567710	0.773228	18.485128
0.005794	2391762709	66905860776	0.785655	15.188957
0.005090	2391811750	70071429392	0.755571	15.310857
0.005337	2391509344	72841886547	0.863218	14.609530
0.003258	2389132914	76258506705	0.699496	31.861343
0.009838	2388521286	79857391910	0.665268	27.334909
0.005445	2362075574	84017045254	0.568787	34.547924
0.008517	2321871740	88733501762	0.492860	38.870735
0.008054	2382207298	93086783641	0.547669	39.839088
0.010094	2366667972	97925393093	0.489302	47.680225
0.013916	2377318285	102373441433	0.534463	44.530830
0.013496	2384784841	106626415409	0.560733	39.565472
0.010225	2359663629	110568292835	0.598614	26.367643
0.007900	2389393829	114709152141	0.577029	35.349945
0.008356	2389570905	119138237887	0.539518	40.284267
0.012213	2389102333	122946253566	0.627388	21.356483
0.006771	2391059994	126540131950	0.665315	21.380100
0.005600	2374205766	130540183311	0.594406	36.607349
0.009622	2392516543	134686141943	0.577072	35.001892
0.007596	2391732702	139039628514	0.549383	39.636784
0.009191	2392211824	143617557074	0.522553	45.907982
0.013604	2391997923	148009942490	0.544578	40.821873
0.012445	2389432833	151673748618	0.652172	22.213568
0.006520	2390151758	155565201441	0.614205	23.213779
0.007019	2389159852	159262701618	0.646155	24.085720
0.007477	2388434843	163025707581	0.634715	18.529392
0.005057	2389430404	166668462193	0.655941	27.913036
0.006767	2351424161	170614013569	0.596450	38.684090
0.010930	2350977410	174145052040	0.665803	28.556932
0.005708	2312367518	177598957522	0.670713	27.915321
0.005465	2363026625	181851850317	0.555726	38.329433
0.008135	2389099475	185631815695	0.632668	34.750683
0.007926	2370352855	189419299090	0.626892	34.518631
0.007677	2389904103	193269677517	0.620908	36.803745
0.009372	2391624053	197259559083	0.599422	40.679695
0.012533	2390846686	201225308523	0.603697	41.242584
0.012711	2379906765	205486898948	0.558619	43.152557
0.012019	2390119330	209149009650	0.652662	27.519302
0.008340	2375779054	212388414960	0.734227	17.227043
0.005222	2387034587	215777424284	0.704346	20.604980
0.005612	2393916172	219355075151	0.669131	22.519184
0.006551	2393195315	222779330184	0.698895	16.827780
0.004967	2393870429	225925472246	0.760891	18.400953
0.005234	2392601457	229328260129	0.703130	23.818905
0.006720	2389836634	232794601576	0.689441	18.323145
0.005564	2394040985	235970056310	0.753921	15.560711
0.002962	2393467691	239040989860	0.779394	17.468212
0.003172	2393887295	242396977995	0.713318	33.997700
0.009190	2392481077	245961052868	0.671277	36.208015
0.010062	2391055810	249612887593	0.654755	36.285484
0.009845	2390274403	253014853363	0.702616	28.303816
0.005432	2391292531	256433908313	0.699402	26.763447
0.004817	2390894503	259955771476	0.678872	27.680500
0.004967	2390507086	263669385979	0.643714	32.526588
0.006837	2390344337	267507860459	0.622733	34.937782
0.007854	2391027653	271309840332	0.628890	35.465862
0.008163	2390799262	275118671186	0.627699	34.747345
0.007808	2390585023	278874112593	0.636566	35.825516
0.008306	2389228407	282728173460	0.619925	35.786713
0.008010	2389986003	286528277312	0.628927	34.404140
0.007320	2390982979	290495808890	0.602637	39.972675
0.011446	2391281704	294504639051	0.596504	40.733551
0.011685	2390827670	298433735543	0.608493	40.678272
0.012349	2393147444	302410418884	0.601795	41.142879
0.012365	2392396094	306421388576	0.596463	41.701878
0.012899	2375370334	310321600497	0.609036	41.518955
0.012385	2393089989	314069940885	0.638440	35.737450
0.011785	2393700230	316300615851	1.073083	41.988064
0.044524	2392307505	318238451935	1.234525	28.212076
0.025136	2413211227	320657776779	0.997473	35.130119
0.036532	2390968240	322895790578	1.068344	56.293663
0.073776	2389069749	325708028704	1.204989	24.716284
0.023569	2393320725	327951340115	1.066870	30.629072
0.030666	2392113048	330314875855	1.012091	45.190701
0.054860	2392914075	332509727509	1.090240	54.698780
0.072483	2393585309	334440237111	1.239872	46.071663
0.054213	2393363929	336472629311	1.177609	26.937780
0.025583	2393320862	338780863777	1.036862	32.657101
0.033669	2390330529	341206742071	0.985346	42.218082
0.050778	2393765762	343451056458	1.066591	55.389343
0.072937	2389735462	345506787387	1.162475	55.739330
0.070047	2390785016	347513448149	1.193259	34.573208
0.038007	2393763549	349618828538	1.136974	27.827932
0.026431	2391937166	352016444897	0.997631	35.440277
0.037364	2393698250	354347792464	1.026745	42.735607
0.053657	2393810887	356534715063	1.094603	54.425716
