colocating with libquantum
tonto
2389915135	4907609360	0.486982	29.465967
0.006624	2391039240	9690148539	0.499952	34.130119
0.008288	2383115037	14375168921	0.508667	33.341702
0.007505	2387215344	19173329854	0.497527	37.644142
0.009848	2390591958	23608119400	0.539054	28.862022
0.007001	2390539321	28472525153	0.491435	40.217999
0.008622	2391207074	33729761279	0.454841	49.413280
0.012768	2390689159	37923480525	0.570064	23.034948
0.006230	2390797007	42281253246	0.548628	25.313841
0.006278	2391329822	46931733108	0.514211	37.877666
0.007992	2390999226	51844700743	0.486671	41.601768
0.009168	2389581503	56923877801	0.470466	47.626431
0.011775	2381457480	62792439673	0.487735	43.543400
0.012012	2390808000	66949735801	0.575087	20.819201
0.006036	2387093333	71122653842	0.572510	21.871595
0.006320	2389161477	75546014579	0.540410	28.799248
0.006390	2389044730	80088499461	0.525933	37.592133
0.008023	2389410301	84891932059	0.497438	38.960281
0.008346	2390400842	89567347024	0.511270	40.149845
0.008704	2390397643	94394603802	0.495188	43.584698
0.010295	2392469870	99385504886	0.479366	49.815224
0.013548	2392820716	104375321700	0.479541	49.992924
0.013190	2391275441	108968846079	0.520575	40.699249
0.010024	2392178046	113199125391	0.565489	28.615459
0.006983	2392259392	118030260849	0.495175	44.402477
0.010407	2392591870	122512319644	0.533815	32.638699
0.008980	2392217142	126623812097	0.581837	22.460238
0.005893	2390329241	130932096656	0.555698	37.307865
0.008835	2392691836	135466559428	0.527668	37.849457
0.007437	2392179443	140295880848	0.495345	43.429943
0.009072	2390899089	145259729132	0.481662	50.289143
0.013785	2390991325	150000245967	0.504374	41.739067
0.011297	2390560551	154115055319	0.580965	22.688597
0.006110	2390517355	158213460748	0.583280	25.087122
0.006827	2390366394	162492127043	0.558671	23.881216
0.006808	2391015956	166501968744	0.596287	25.156776
0.004967	2369321207	171680933644	0.549103	42.849594
0.011231	2385308007	175956283920	0.557921	34.305023
0.006160	2390300576	180469201691	0.529657	38.242558
0.007565	2387986171	185211400324	0.503965	43.879635
0.009465	2390279883	189959973856	0.503368	44.111458
0.009097	2390603117	194846116494	0.489262	46.118874
0.010327	2390473594	199802988563	0.482254	51.167717
0.014428	2390467721	204751996719	0.483020	50.476627
0.013794	2404559413	209488167333	0.507701	39.233948
0.011156	2392318097	213632699020	0.577223	28.076031
0.007398	2392606565	217809327914	0.572856	27.447495
0.007179	2392638640	222122921055	0.554674	19.730143
0.005601	2392591779	226328943571	0.568849	29.011164
0.007582	2392611206	230349114507	0.595152	22.090569
0.005952	2392502176	234730341174	0.546080	26.222364
0.007319	2392835242	238817310759	0.585479	21.347630
0.003774	2392341122	242883306059	0.588378	33.003620
0.007541	2392501134	247224273314	0.551145	43.770561
0.011109	2392333429	251640875964	0.541668	44.426929
0.011150	2387796165	256045605115	0.542098	35.660515
0.006277	2392358814	260371238124	0.553066	33.833782
0.005522	2391616526	264833178185	0.536004	37.077969
0.006800	2392238606	269622720085	0.499471	44.649899
0.009492	2393646311	274343696834	0.507024	44.495735
0.009512	2390087813	279012945636	0.511878	42.284687
0.008907	2390370441	283795666781	0.499793	44.554348
0.009284	2390242443	288588726490	0.498688	44.520096
0.009390	2390526889	293569115994	0.479988	51.282841
0.013776	2390086216	298467002102	0.487983	50.362774
0.013643	2391095157	303412454185	0.483494	50.942417
0.013526	2390854554	308352632808	0.483961	50.930412
0.013878	2390675364	313279732551	0.485209	51.334370
0.013986	2390265535	317185663976	0.611958	38.837418
0.015317	2390372846	320029931687	0.840418	52.218582
0.047108	2390556583	323150352522	0.766101	50.184479
0.047428	2390864790	326362529899	0.744313	76.134346
0.082723	2391722030	328984891464	0.912049	32.992813
0.027523	2390032193	333041161974	0.686933	70.679039
0.074930	2389421786	336263135793	0.741602	82.643684
0.094617	2389598095	338897572021	0.907209	35.832802
0.030549	2390173101	342121803461	0.741316	48.337517
0.044982	2390298890	345700034392	0.668011	84.448296
0.096032	2389070002	349423792079	0.853449	53.356770
0.053354	2390337421	352130682070	0.883057	32.028427
0.026846	2392153155	355519867629	0.705819	59.969448
0.059758	2392255814	359085222164	0.670973	91.216270
0.107166	2392099945	361971904859	0.828667	56.374855
0.057757	2391979295	364595978001	0.911552	36.222824
0.030501	2392279061	367755894473	0.757070	45.596817
0.039592	2392350161	371288469881	0.677226	69.250336
0.077808	2392144718	374853237759	0.671052	93.094475
0.109038	2392048065	377710640495	0.837141	54.055271
0.052165	2391760719	380378375831	0.896551	60.374516
0.056263	2392555693	382727818337	1.018350	28.250120
0.020720	2391811247	385609198052	0.830092	61.776161
0.058314	2391924798	388364925206	0.867983	73.913963
0.067606	2392015598	390818272156	0.975001	33.812157
0.027608	2392437240	393284784854	0.969968	32.019836
0.024567	2392600042	396042962456	0.867457	51.468632
0.045174	2392189669	398964893659	0.818702	77.729904
0.076416	2391677027	401812675664	0.839839	78.353722
0.070912	2391789039	404174813112	1.012553	32.735939
0.026826	2391921264	406565863735	1.000364	32.980545
0.025743	2388689759	409594376717	0.916472	38.820644
0.030052	2391809598	412287125059	0.888241	48.520393
0.042748	2391928433	415174653071	0.828365	74.049973
0.073200	2391959898	418150520891	0.803786	88.380737
0.083869	2391712108	420573646637	0.987036	45.825516
0.037693	2391876067	422923679566	1.017805	30.020555
0.023574	2391894305	425317283296	0.999286	32.747089
0.026377	2392128541	427676051834	1.014143	28.458429
0.021721	2392085542	430378354207	0.885203	49.527386
0.041673	2391923218	433153609767	0.861875	56.977917
0.055263	2391078541	436091596784	0.813849	78.334122
0.076295	2389811199	439010883848	0.818628	87.448669
0.081061	2390068504	441327452943	1.031728	29.087276
0.022615	2390181434	443729898845	0.994895	30.671762
0.024176	2390364870	446113443727	1.002861	32.447979
0.026012	2390916594	448449493692	1.023487	26.743410
0.019562	2389089442	451614991808	0.889443	48.460064
0.039959	2389896399	454338186177	0.877608	49.862831
0.045561	2390473612	457179184695	0.841420	68.042542
0.067145	2389815880	460057781204	0.830202	76.443939
0.075546	2390027180	463038344939	0.801871	90.091438
0.082703	2390625987	467282512208	0.563273	57.750645
0.029230	2391976654	471672671076	0.544850	29.836086
0.008281	2392171422	476230736223	0.524822	38.925999
0.008419	2392030649	480998024479	0.501759	42.461868
0.012258	2392140596	485100403324	0.583111	23.761539
0.006873	2389985155	490127649932	0.565585	31.040024
0.007649	2392319134	494501787446	0.546924	35.778790
0.007077	2390765491	499190710620	0.509875	42.456413
0.008702	2392662361	504059826726	0.491396	46.730640
0.012061	2390093657	509791890335	0.503490	41.752766
0.012160	2391827636	513880954403	0.584933	27.070269
0.007483	2392226669	517933828970	0.590254	21.524584
0.006228	2392258452	522078357198	0.577209	26.362677
0.007056	2392011532	526164004638	0.585467	20.475185
0.004520	2389962168	531139965096	0.555694	42.715801
0.011275	2392128106	535510450965	0.547337	36.845585
0.007453	2392119099	539897447843	0.545275	35.219978
0.006273	2392433876	544654523879	0.502921	43.992760
0.008874	2392169138	549341640064	0.510371	43.062531
0.008652	2392311735	554129691002	0.499642	44.665241
0.009807	2392200858	559077020587	0.483534	49.884293
0.014185	2392244968	563980035383	0.487913	50.686100
0.015035	2392391448	568954851716	0.480900	50.579594
0.014451	2392190664	573122533184	0.573986	23.147768
0.006225	2391937197	577158346555	0.592678	23.525928
0.006888	2392129436	581487659983	0.552543	28.569675
0.007778	2392286917	585628129508	0.577782	20.616104
0.005759	2392072010	589620935823	0.599095	27.097488
0.007662	2391372433	593836917321	0.567216	24.469120
0.006506	2392250110	598017292716	0.572257	21.236507
0.005083	2389562088	602823105373	0.599778	29.288628
0.006085	2388389363	607133660190	0.554079	43.133102
0.011224	2389500067	611566139691	0.539089	44.619370
0.011625	2389379556	615897593703	0.551635	36.958652
0.007409	2389808521	620244017202	0.549833	34.059280
0.005614	2389702344	624622173940	0.545824	35.803520
0.006248	2389245850	629405716837	0.499472	43.440979
0.008589	2386957869	634179537303	0.500010	43.714069
0.008628	2389957613	638870611336	0.509469	44.034397
0.009063	2389434062	643657737885	0.499137	44.413044
0.008900	2389282842	648404679040	0.503331	43.902435
0.008772	2389612034	653278760032	0.490269	47.514145
0.012454	2388965568	658228800485	0.482615	50.737946
0.014851	2391222492	663135282961	0.487360	50.835217
0.014617	2389664877	667991802227	0.492053	50.202869
0.014527	2389166109	672925560979	0.484249	51.549911
0.014877	2389009789	677865641352	0.600934	38.995232
0.014676	2390239832	680757942035	0.826415	52.967800
0.055213	2390219330	683869868689	0.768083	48.778503
0.045124	2389805471	687231507891	0.710905	80.021317
0.090599	2390177128	689718317389	0.961142	30.454350
0.025772	2388524780	693628610416	0.702570	62.290833
0.062900	2388723657	697856320941	0.709492	83.353020
0.096275	2389602491	700306593097	0.975240	30.035454
0.024354	2392031325	703403537488	0.772384	45.939541
0.041108	2391565438	707033887722	0.658770	79.589844
0.091611	2389043452	710930671168	0.804121	65.596138
0.071155	2390310758	713514471220	0.925114	33.618298
0.028321	2390190219	716836162380	0.719570	52.016804
0.049240	2390020087	720458775729	0.659750	82.988426
0.097349	2390019502	723622886627	0.755353	72.011414
0.080509	2389909001	726231822738	0.916047	33.904247
0.028523	2390010893	729041104175	0.850755	32.762672
0.028069	2389943809	732502095707	0.690537	63.061756
0.063199	2390241519	736191745226	0.647824	87.999054
0.104750	2390108213	739630065271	0.695138	87.902191
0.101518	2389829571	742288688014	0.898898	49.968624
0.046717	2390088827	744730304609	0.978896	38.665096
0.028480	2390027635	747365814201	0.906856	42.232056
0.033820	2389788202	750334523603	0.804992	81.178329
0.079679	2388811366	752900383043	0.930999	47.107040
0.039427	2391932958	755308000417	0.993486	29.890192
0.022015	2391701660	758021313825	0.881469	47.233208
0.040081	2392027225	760884910603	0.835323	66.603020
0.064729	2391861529	763941401687	0.782551	89.206627
0.084640	2392215618	766349844342	0.993262	40.613033
0.031992	2392229564	768770279904	0.988347	33.733936
0.026483	2392245736	771104016633	1.025071	26.928236
0.019204	2389814190	774358668542	0.866006	50.359581
0.044021	2390331869	777202819619	0.840438	64.600227
0.064106	2390269012	780234073433	0.788541	85.774673
0.082821	2389756479	782907526762	0.893884	69.443039
0.061597	2390130521	785242967497	1.023417	29.564846
0.021751	2390060267	787555345214	1.033594	29.770493
0.022951	2389982799	789894583248	1.021693	26.825537
0.019187	2389917307	792572704128	0.892386	47.165871
0.039016	2390214805	795295556613	0.877835	49.882202
0.045898	2390419202	798253916529	0.808022	78.040115
0.077977	2390837921	801230758585	0.803146	86.006691
0.082237	2391691055	803757963194	0.946378	47.304977
