colocating with libquantum
tonto
2384685524	3965298406	0.601389	27.772455
0.007306	2386394293	7569072652	0.662193	23.206217
0.006430	2384820656	11639534680	0.585885	36.440334
0.009705	2386284471	15243784316	0.662075	20.855864
0.006373	2386517466	18715570910	0.687403	24.123680
0.006019	2385937316	22605245042	0.613403	31.849993
0.007460	2363407660	26825458723	0.560021	40.128586
0.011354	2384563790	30559962010	0.638522	26.916216
0.007910	2384181031	33982817769	0.696547	16.713791
0.005286	2386452920	37371058041	0.704334	21.839268
0.005825	2385914519	40940309387	0.668464	28.585192
0.006336	2386356544	44950297271	0.595103	33.207012
0.007781	2327950445	49193012813	0.642088	32.270027
0.007958	2374500583	53300933870	0.578030	41.027267
0.012442	2388352300	57164534726	0.618167	32.381001
0.009859	2388803627	60615230855	0.692267	17.904301
0.005493	2385740651	63933386483	0.718996	17.937719
0.005517	2388208911	67293233813	0.710809	14.385641
0.003526	2388587042	70686591902	0.703901	29.227119
0.008417	2385945073	74221858417	0.674898	27.992668
0.006042	2388563080	77934195742	0.643412	29.842348
0.006933	2386709601	81720603808	0.630336	32.072578
0.007483	2358448952	85596669465	0.608465	33.643871
0.007793	2386499762	89534575928	0.606033	36.833088
0.010540	2387985336	93683605913	0.575553	41.515209
0.012496	2385428738	97834333951	0.574701	40.820107
0.012061	2386383202	101726651879	0.613101	35.907410
0.008741	2386109523	105222423571	0.682570	21.551725
0.006011	2386006297	108770323364	0.672512	29.875500
0.006928	2388323733	112984204736	0.566775	40.088909
0.011243	2384209322	116460176191	0.685912	19.090008
0.005430	2387768974	119912702448	0.691601	18.645344
0.005196	2387973927	123524971438	0.661073	32.038780
0.008251	2333618616	127262026971	0.624454	29.804279
0.005804	2387953295	131309035739	0.590054	35.899570
0.007803	2385724750	135371840901	0.587211	38.893135
0.010108	2385761685	139827964737	0.535630	45.342285
0.012854	2375015026	143233770047	0.699516	23.128693
0.006792	2037641932	146394894309	0.645751	18.711391
0.005220	2369282769	149572549229	0.747972	19.030533
0.005386	2353857091	152737459404	0.743736	19.119606
0.005258	2368813474	156085377328	0.709276	16.026808
0.003930	2316870363	159539747603	0.800368	22.600332
0.005294	2381330714	162748146544	0.743262	31.869896
0.008504	2355697137	166485197652	0.630647	30.944092
0.005653	2272101536	169820597276	0.681208	25.339056
0.004294	2262001005	173332731520	0.644053	32.317993
0.007166	2258389839	177099858864	0.599499	34.106415
0.007396	2268622200	180678997589	0.635827	32.474094
0.007030	2376271826	184426111767	0.635330	34.585159
0.007477	2324733516	188093563430	0.635663	37.087345
0.010545	2381071250	191897008114	0.627426	38.448559
0.010960	2383232381	195595304282	0.646097	37.774014
0.010757	2241898354	199517906947	0.572665	40.176945
0.011877	2328554782	202820976401	0.706636	17.624744
0.005239	2387408006	205752102072	0.814502	16.604210
0.004655	2357401934	209186376271	0.687732	25.248512
0.006818	2386637322	212668120022	0.685472	16.285892
0.004723	2383213995	216033585239	0.708506	17.450394
0.004629	2386717240	218975976351	0.811149	19.388508
0.005275	2387040577	222013616048	0.785821	20.524027
0.006046	2344407431	225269887109	0.719967	17.517040
0.005102	2345420073	228280286953	0.779106	13.989082
0.002693	2385779665	231080166703	0.852101	15.130918
0.002650	2385886801	233990976036	0.819664	27.542849
0.006905	2384270625	237545272366	0.670814	35.321335
0.009492	2386065653	240670166727	0.763567	31.963606
0.008507	2385972684	243855384531	0.749077	29.433855
0.006992	2385225633	246920794570	0.778110	23.970572
0.004121	2387012694	250117770232	0.746647	24.964592
0.004238	2342039055	253523319462	0.687713	26.417536
0.004436	2384960629	256792164098	0.729604	30.256630
0.006609	2385078018	260401887405	0.660737	33.243366
0.007172	2358705709	263812581817	0.691562	30.921513
0.006710	2370780064	267139343950	0.712639	30.615112
0.006729	2387451375	270633728764	0.683225	33.133549
0.007291	2386809383	274032402185	0.702277	30.917337
0.006564	2386600697	277449060971	0.698519	32.779491
0.007273	2387383176	281051059034	0.662794	34.187721
0.008582	2385208276	284678473274	0.657551	37.206654
0.010747	2386889227	288408259253	0.639953	38.213062
0.011261	2386529770	292063564801	0.652895	36.718151
0.010457	2348039499	295763370131	0.634639	38.003082
0.010335	2386842339	299314283288	0.672177	37.094597
0.011263	2386642385	303013340910	0.645203	38.834911
